게시글ID,제목,내용,댓글,URL
4278,[공유] PC AGENT WEB DOWNLOAD 매뉴얼,PC AGENT WEB DOWNLOAD 매뉴얼입니다.,"채널지원: download.zip 파일은 아래 경로에서 취득 가능 합니다.

https://drive.google.com/drive/folders/1V88KfB_L1_gTT2EtKSPehkYZGXxaOTbp",https://cafe.naver.com/pnpsecure2/4278
4277,[공유] toplog 매뉴얼 및 설치파일,"toplog 매뉴얼 및 설치파일 입니다.
[사용이유]
일정시간마다 top 상태정보를 기록하여 메모리 cpu, 프로세스에 대한 사용량을 기록하여 시스템 상에 장애 발생시 문제를 보다 정확하게 파악하기 위함입니다.
[주의 사항]
1. 파일생성 경로
가. toplog.sh : /dbsafer/ 디렉토리 밑에 생성
나. toplog_monitor : /etc/cron.d 디렉토리 밑에 생성
2. toplog_monitor의 권한은 644 또는 600으로 주어져야 cron에서 정상적으로 작동합니다.
[결과값]
메모리 상태 및 프로세스, CPU, 포트개방상태 등을 나타내어 줍니다.",댓글 없음,https://cafe.naver.com/pnpsecure2/4277
4190,[TIP] 매니져 삭제 시 애러 메세지가 나오면서 삭제되지 않을 경우 조치 방법,"고객사에서 최신 매니져를 적용하기 위해
프로그램 추가/제거를 통해 기존 매니져 삭제할 경우 간혹 발생합니다.
(담당자 PC의 레지스트리 정보가 삭제 및 변경된 경우)
다음과 같은 애러 화면이 보이며 삭제가 안되는 경우에 대한 이승민 대리의 가이드를 공유합니다.
조치 요약내용  : 정상적인 삭제를 위해서는 삭제하려는 매니져의 버전정보가 해당 경로의 레지스트리에 있어야함.
조치 상세 내용 :
1. 실행창에 regedit 실행
해당 경로의 레지스트리 경로 확인필요
- 32bit 매니저 : HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\PNP SECURE\Enterprise Manager
- 64bit 매니저 : HKEY_LOCAL_MACHINE\SOFTWARE\PNP SECURE\Enterprise Manager
설치한 매니저 버전에 따라 위 경로 폴더 클릭시 다음과 같은 화면이 출력됨
( 화면은 정상일 경우이며 비정상인 경우 version 정보가 없을 수 있음)
2. version 정보 확인
삭제가 되지 않는 현상으로 보아 현재 version 정보 혹은 레지스트리 경로(키) 자체가 삭제되어 있을것으로 예상 가능
- 키가 삭제된 경우조치
PNP SECURE -> Enterprise Manager 를 해당 경로에 생성.
Enterprise Manager 선택 후 우측화면에 우클릭하여 '새로 만들기' -> '문자열 값 생성'
이름 : Version / 데이터 : 400800xxxx 입력
(xxxx에는 설치한 매니저 빌드 버전 입력 - ex. 4008005441)
3. 매니저 삭제 하기
- 위 레지스트리 경로에 Version 정보 입력 후 삭제","송민화: 위 방법을 수행해도 삭제가 안될 경우
https://bbs.pnpsecure.com/showthread.php?tid=10436
사용해서 삭제 시도해보시기 바랍니다.",https://cafe.naver.com/pnpsecure2/4190
4142,[FAQ] [기술공유]WTA로그를 Log서버에 저장하는 방법,"채널사 TIP 문서에 작성되었으나, 내부 공유에는 관련 내용이 없어 업로드 합니다.
""Bugs, RDP 로깅시 filelog의 img 파일을 GW서버에만 저장하는 이슈"" 에서 기존의 문제점에 대해서 보완하여 패치된 이력 확인이 가능합니다.  (2020-01-03 일에 수정 완료)
가. WTA로그를 LOG서버에 저장 사용 방법(이중화 구성)
- 제품 버전 : DBSAFER 5.0
- 이슈 내역
* DBSAFER의 이중화 구성 시 WTA 로깅을 할 경우, 각 GW 서버에 wta로그가 따로따로 로깅되어
wta로그를 각 GW서버에서 따로따로 확인 할 수 밖에 없는 현상 발생.
* 각 GW서버에 wta 로그가 따로따로 로깅되다 보니, 백업에도 어려움이 있었음.
-  LOG 서버 WTA 로그 저장 기능 적용 방법
* pnp_telnet 모듈 v3345 버전 이상 사용
* LOG / GW서버에 wta_player 데몬 실행
* wta 로그 저장 위치
/dbsafer/filelog/wta
- 기능 관련 참고
[LOG 서버 이미지 복사 관련]
1. GW→LOG 서버로의 WTA 이미지 파일 복사는 pnp_telnet v3345 이상에서 지원됩니다.
2. GW→LOG 서버로의 이미지 복사는 세션 종료 후 처리됩니다. 세션이 연결된 상태에서는 GW에 우선 저장됩니다.
3. GW→LOG 서버로의 이미지 복사를  위해서는 LOG 서버에 wta_player가 실행되어 있어야 합니다. (telnet 모듈에서 세션 종료 후 wta_player의 포트로 송신)
4.  GW에는 wta_player가 실행되어 있지 않아도 이미지 파일이 정상 저장됩니다.
[세션 재현 관련]
1. LOG 서버에 이미지 파일 복사가 완료되었다면 세션 재현을 위한 wta_player는 LOG 서버에만 실행되어 있어도 가능합니다.
2. LOG로 이미지가 정상 복사되지 않은 경우 세션 재현이 되지 않습니다. 단, GW에 이미지가 저장되어 있다면 GW의 wta_player를 실행하여 세션 재현 가능합니다.
[기타사항]
1. GW→LOG 서버로 복사된 후 GW의 이미지가 자동으로 삭제되지는 않습니다. GW의 디스크 용량 확보를 위해서 이미지 파일은 수동삭제하셔야 됩니다.
2. WTA 이미지 복사를 위한 별도 설정은 없습니다.",댓글 없음,https://cafe.naver.com/pnpsecure2/4142
4126,매니저 서버 접속 검사 - 실패(서비스)/(서버)의 차이,"※매니저 서버 접속 검사 - 실패(서비스)/(서버)의 차이(추가 설명)
-검사 대상은 아래와 같으며 양 쪽 모두 접속 검사를 독립적으로 수행한다.
1. 서비스 - DBSAFER에서 listen하고 있는 서비스 포트
>>GW 분리 구성 및 여러대 인 경우 slave를 통해 모든 GW에 서비스를 검사하게 된다.
ex) telnet GW IP 4000번대~
2. 서버 - 실제 대상 서버
ex) telnet 등록된 DB IP DB Port
그리고 검사 결과를 매니저로 전송하며 전송 결과는 아래와 같이 총 4가지 방식이 있다.
결과값 종류 매니저 표현
정상 정상
서비스만 접속 오류 실패(서비스)
서버만 접속 오류 실패(서버)
서비스와 서버 접속 오류 실패(서버)",댓글 없음,https://cafe.naver.com/pnpsecure2/4126
4075,Syslog 전송시 DBMS 패킷 중 Denied 값 공유,"pnp_log_sender 모듈을 사용하여 로그저장장치와 Syslog 연동시 DBMS 쿼리 로그 중 denied 필드가 있는데 허용/차단에 대한 값 외에 2,3,4 값에 대한 설명이 부족한것 같아 공유 드립니다.
# 기존
# 추가 사항
필드값 3인 격리는 다음과 같은 경우에 발생합니다.
정책은 허용이지만 로그인 실패 했을 경우
(정책은 차단이며 로그인 실패 했을 경우 = 로그인 실패(4))
감사합니다.",댓글 없음,https://cafe.naver.com/pnpsecure2/4075
4015,[TIP]DBSAFER를 경유하면 Oracle Keepalive 옵션이 적용되지 않는 이유(Oracle12c 이상에서 해당),"* DBSAFER를 경유하면 Oracle Keepalive 옵션이 적용되지 않는 이유에 대해 공유합니다. (Oracle12c 이상에서 해당)
[문의사항]
고객사 문의사항 :
Oracle11g와 12c 두대의 DB에 똑같이 KeepAliveTime 설정 하였는데 세션 맺고 30분이 지났을 때, 11g는 세션이 안끊기고 12c는 끊기는데 DBSAFER에서 중계를 못하는게 아닌가요??
(사용자-DBSAFER 구간의 방화벽 Idle time은 30분)
답변 :
Oracle 11g에서는 DB에서 client로 keepalive패킷을 보낼 때, 10byte의 payload data를 보냄
Oracle 12c이상에서 부터는 DB에서 client로 keepalive패킷을 보낼 때, data 없이 헤더만 보냄
DBSAFER의 서비스 데몬은 data가 있는 경우에만 Client로 전달함(헤더만 있는 경우에는 전달하지 않음).
따라서, oracle12c는 사용자-DBSAFER구간의 방화벽에 의해 패킷이 drop 되어 세션이 끊기고, 11g는 유지됨
[설명]
Oracle KeepAlive Time 이란? 맺어진 DB세션에 대해 정해진 시간에 한 번 씩 DB에서 Client로 패킷을 전송해줌으로써 세션을 유지하는 기능(Oracle서버 sqlnet.ora 파일내의 SQLNET.EXPIRE_TIME = 30 으로 설정)
[Oracle11g 패킷]
[Oracle12c 패킷]
[추후 방안]
작성중","진선태: DBSAFER 장비 자체에서도 본 문제를 해결할 수도 있고,
프로그램 소스 코드의 수정을 통해서도 해결이 가능합니다. (이미 ssh 등에서는 처리한 사례등이 있습니다.)

본 증상과 관련하여 Linux Kernel의 Keep Alive 설정은 아래와 같은데요.

net.ipv4.tcp_keepalive_time = 7200
net.ipv4.tcp_keepalive_intvl = 75
net.ipv4.tcp_keepalive_probes = 9

위 기본 설정의 의미는 KeepAlive 기준 시간은 2시간(7200초)이며,
즉 2시간동안 아무런 통신이 없는 경우 75초 간격으로 총 9회를 Keep Alive 신호(단순 Ack packet)를 커널에서 발생시키도록 되어 있습니다.

그런데 대부분의 방화벽은 2시간보다 더 짧게 Keep Alive가 설정되어 있어서 위와 같은 기본 설정만으로는 Keep Alive가 유지되지 않습니다. 따라서 위 설정에서 keepalive_time을 더욱 짧 | 김가희: 자세한 설명 감사합니다!",https://cafe.naver.com/pnpsecure2/4015
4012,SFTP_엔지니어 가이드 배포,"파일 첨부하였습니다.
추가적인 피드백 라인으로 주시면 관련 내용 확인하도록 하겠습니다.",조이삭: 지원 버전 관련 내용 수정하여 업로드하였습니다.,https://cafe.naver.com/pnpsecure2/4012
4005,DBSAFER DB 마이그레이션 시 주의사항,"아래와 같은 DB 마이그레이션 환경에서 특이사항을 보고 드립니다.
DBSAFER3(Mysql 5.0.77) > DBSAFER5(MariaDB 10.2.23) 마이그레이션 후 특이사항 보고
[요약]
아래의 테스트 결과로 보아 기본 엔진이 Aria이고 MyISAM 엔진을 사용하는 테이블이 존재 할 경우 Table Crash 에러로그가 발생하는 것을 확인함
위와 같은 마이그레이션 이관 전 엔진을 확인하고 사전에 MyISAM엔진을 Aria 엔진으로 변경 후 작업 할 것을 권고드립니다.
[테스트 내역]
DBSAFER DB 기본 엔진 종류
Mysql 5.0.77 MyISAM
MariaDB 10.2.23 Aria
Step 1. DB 이관 전 엔진을 MyISAM으로 유지 후 마이그레이션 진행
Step 2. 해당 서버 전원 OFF 후 ON 시 MariaDB Error Log 확인
DBSAFER5(MariaDB 10.2.23)의 DB 스토리지 엔진은(MyISAM + Aria) 혼용 되어있는 상태
다수의 MyISAM 엔진 기반 테이블이 Table Crash 관련 로그 발생
Step 3. MyISAM 엔진 테이블을 모두 Aria 엔진으로 변경 후 Step 2. 진행
Table Crash 관련 로그 발생 하지 않음
[참고]
관련 레퍼런스
https://mariadb.com/kb/en/aria-storage-engine/
https://subscription.packtpub.com/book/big_data_and_business_intelligence/9781783284399/2/ch02lvl1sec26/migrating-a-table-from-myisam-to-aria
버전 업데이트 시 아래 링크를 참조하여 마지막 단계에서 mysql_upgrade 을 실행하여 모든 데이터베이스 테이블과 해당 DB버전과의 비 호환성을 검사합니다
https://docs.google.com/document/d/1KV5uZco8uvIGc8jMgwPkSe84L4EC_doe1n32KuUtXzo/edit","채널지원: mysql_upgrade 명령어를 수행 하기 위해서는 MySQL root 계정을 사용해야 하는데 엔지니어는 root 계정의 패스워드를 모릅니다.

mysql의 root DB계정을 사용하기 위해서는 품질혁신실에서 추가 가이드 받으셔야 합니다.",https://cafe.naver.com/pnpsecure2/4005
3935,DBSAFER PKG V5.0 브랜치 & 머지 설명,"Branch & Merge 설명
DBSAFER PKG V5.0은 1년에 2번(5월, 11월)브랜치, 머지 작업을 합니다.(2020.01.31기준)
예를들어 설명 드리겠습니다. 아래 그림을 보시면 18년 05월 기준으로 브랜치 작업을 했습니다. 그 전에 브랜치 작업을 했던 17년 11월 브랜치 패키지는 A기간동안 발생한 이슈 및 버그에 대해서만 반영이 되어있는 상태입니다 즉 이 패키지는 머지 패키지가 됩니다.
<b></b>
대부분 브랜치 패키지는 프로젝트용으로 초기 설치 시 배포가 되고, 머지 패키지는 해당 프로젝트가 끝나고 해당 사이트의 유지보수용으로 배포가 됩니다.
그럼 18년 11월 기준으로 브랜치 작업을 했으면?
네, 18년 05년도에 브랜치 작업을 했던 패키지가 머지 패키지가 되는겁니다.
정리하자면
브랜치 패키지는 브랜치 작업을 한 시점에 신규 기능+이슈 및 버그 수정이 되어있는 패키지
머지 패키지는 해당 브랜치에 이슈 및 버그 수정만 들어있는 패키지 입니다.",댓글 없음,https://cafe.naver.com/pnpsecure2/3935
3915,[TIP] 구축시 서버내에 2개의 Gateway를 사용 할 경우 route 설정 방법,"[상황]
1. 기존 한국은행 구축 시 통신 포트로 p1p1 p1p2 포트를 본딩 구성으로 설정 하여 서비스 포트로 사용.
2. 고객사 요청으로 em2, em4의 포트를 본딩으로 묶어 백업망 포트로 사용.
3. 서로 다른 망의 Gateway를 서버에 등록해야 함.
[설정 이유] ifcfg-[인터페이스]에 2개의 Gateway 등록시 centos에서 default gateway를 혼동 할 수 있음
[설정]
# vi /etc/modprobe.d/bonding.conf
alias bond0 bonding
alias bond1 bonding
# cd /etc/sysconfing/networks-scripts/
# vi ifcfg-bond0
ONBOOT=YES
BOOTPROTO=none
IPADDR=통신 IP
NETMASK=넷마스크
GATEWAY=게이트웨이
BONDING_OPTS=""mode=1 miimon=100""
vi ifcfg-bond1
ONBOOT=YES
BOOTPROTO=none
IPADDR=백업망 IP
NETMASK=넷마스크
BONDING_OPTS=""mode=1 miimon=100""
GATEWAY= 설정 하지않는다.
#vi ifcfg-em2 -em4
MASTER=bond1
SLAVE=yes
#vi ifcfg-p1p1 -p1p2
MASTER=bond0
SLAVE=yes
#vi route-bond1
ip+netmask via gateway주소 dev bond1
ex) ip 192.168.101.1 netmask 255.255.255.0 gateway 192.168.101.254
192.168.101.0 via 192.168.101.254 dev bond1
# service network restart
# /etc/sysconfing/networks-scripts/ 경로에서
# ip route ls
# route -n
route  경로확인",댓글 없음,https://cafe.naver.com/pnpsecure2/3915
3907,[TIP] DBSAFER 대용량 로그 조회 기능 사용 방법,"- 개요
대량의 로그를 조회할 경우 해당 기능을 사용하여 기존보다 향상된 속도로 조회 가능.
교보생명 사이트에서 하루 400만건 DBMS 명령어 조회 시, 매니저가 멈추는 현상이 발생하여 이를 개선하기 위해 Enterprise Manager의 대용량 로그 조회 기능 사용.
- 기능
대용량 로그를 조회 시, 결과 출력 속도 개선.
- 동작방식
기본 세션 및 명령어 로그 조회는 Enterprise Manager 를 사용하는 관리자 PC의 메모리를 할당 받아 로그 조회. 대용량 로그 조회 기능을 사용할 경우 관리자 PC의 HDD를 활용하여 로그 조회되어 기존 메모리 할당 방식보다 더 빠르게 로그 조회 가능.
- 권장사양
Enterprise Manager Build-3997 이상. 최신 버전 권고
HDD(C Drive) 여유 용량 필요
- 적용방법
Enterprise Manager 최고 관리자 계정으로 접속하여 시스템 설정 (Ctrl + Shift + F8) 창 활성화.
""로그 조회 설정 > 대용량 서비스 로그 조회 사용"" 체크 후, 확인 버튼 클릭.
Enterprise Manager 재 실행
로그 조회 시, ""조회 버튼 > 화면에 출력(대용량)"" 버튼으로 대용량 로그 조회 기능 사용 가능
- 상세
대용량 로그 조회 시, 관리자 PC의 HDD에 로그 조회 결과가 저장됨.
경로 : C:\Users\(사용자)\AppData\Roaming\PNP SECURE\Enterprise Manager(x64)\Temp
파일 :  .mlu 확장자를 가진 임시 파일로 저장. 저장된 파일은 로그 조회 결과를 초기화 하거나, 매니저를 닫을 경우 삭제 (생성된 파일은 매니저 로그 용으로만 사용 가능, Excel 등 다른 프로그램으로 확인 불가능)
- 제약사항
Enterprise Manager 설치된 PC의 HDD 용량이 부족할 경우, 로그 조회가 제대로 이뤄지지 않음. (약 1,000건 명령어 조회 시, 1,000KB 사용)",댓글 없음,https://cafe.naver.com/pnpsecure2/3907
3890,[TIP] Bypass 카드 초기 설치 시 인터페이스가 동작하지 않는 경우 조치 방법,"Bypass 카드 초기 설치 시 인터페이스가 동작하지 않는 경우 조치 방법
[ 전제 조건 ]
- Bypass 드라이버(bp_ctl-x.x.x.xx.tar.gz )가 미리 설치되어 있어야 함
-> /proc/net/bypass 디렉토리가 보이는 상태여야 함
[ 조치 방법 ]
1.  /proc/net/bypass/bypass_[사용하고자 하는 장치명] 디렉토리 진입
2. cat bypass 실행 -> on으로 출력됨
# Bypass 카드의 디폴트 설정이 on으로 설정되어 정상적으로 동작하지 않음
3. echo 'off' > bypass 실행",댓글 없음,https://cafe.naver.com/pnpsecure2/3890
3863,[pnp_log][에러로그] CRC Error - Ignore this packet.,"- 에러 로그
[2020-01-06 13:47:23] [60529] [ERROR][ERROR_0499002] CRC Error - Ignore this packet. : [recv:0, calc:-1829807115, datasize:169]
src/service/DataSendUtil.cpp[recv]:223
[2020-01-06 13:47:23] [60529] [ERROR][ERROR_0604001] Data Receive Error. : [-1] ** Success(0)
src/service/fparam_service_thread.cpp[fparam_service_thread]:104
[2020-01-06 13:51:26] [60529] [MISC][INFO__000000000] Information message. : Connected db fparam service.
- 내용
로그 데몬에서 사용되는 패킷은 보낸데이터가 받은 데이터와 동일한지 검출하기 위한 CRC가 있는데
보낸 데이터에서 CRC계산 안하고 0으로 보내고, 받은쪽에서도 CRC검사 후 데이터가 맞지 않아 무시한 로그 내용.
일반적인 경우 제품 로직상에 문제는 없음.
- 추정 발생
외부에서 무언가가 3120포트로 데이터를 보냈을 가능성이 있음.
예) 헬스 체크하는 프로그램 등이 임의의 데이터를 더해서 보내는 경우
- 처리 내용
일시적이라면 크게 의미 없어 보이지만, 주기적으로 해당 메시지가 발생된다면 보내는쪽을 찾아서 조치가 필요함.
순환 중복 검사(巡環重復檢査), CRC(cyclic redundancy check)는
네트워크 등을 통하여 데이터를 전송할 때 전송된 데이터에 오류가 있는지를 확인하기 위한 체크값을 결정하는 방식",댓글 없음,https://cafe.naver.com/pnpsecure2/3863
3836,[TIP] sshd 서비스 가동시 해당PID로 sshd.pid 값이 바뀌는 현상,"취약점 조치 혹은 sshd_config설정 후 'service sshd restart' 명령어를 실행할 경우 sshd 는 재시작 되지않고
pnp_sshd (서비스 모듈)이 kill되는 경우가 발생 할 수 있습니다. 도움이 되셨으면 하여 작성하였으니, 참고하시기 바랍니다.
[증상]
- SSH 서비스 모듈 가동시 /var/run/sshd.pid값이 해당 서비스모듈의 PID값으로 바뀜
(여러개의 서비스를 가동할 경우 마지막 pnp_sshd의 PID값으로 입력됨)
- 이로인해 service sshd restart 시 서비스모듈이 kill됨
- 부가적으로 함께 떠있는 apache-tomcat 프로세스가 kill됨
[재현과정]
1. sshd 프로세스 pid확인
2. pnp_sshd 서비스 가동
3. sshd_pid 값 바뀐것 확인
4. service sshd 재시작 할경우
5. pnp_sshd 및 apache-tomcat프로세스 kill확인
[임시조치방법] : /var/run/sshd.pid 에 입력되어있는 PID 값을 /usr/local/sbin/sshd의 PID값으로 입력해줘야 함
(service sshd restart전 cat /var/run/sshd.pid 를 통해 /usr/local/sbin/sshd의 PID값이 제대로 입력되어있는지 확인해야하며, pnp_sshd의 PID값이 입력되어있는 경우 /usr/local/sbin/sshd의 PID값으로 수정해야 합니다.)
[벅스등록] : https://bugs.pnpsecure.com/view.php?id=16031
[장애원인]
- pnp_sshd 모듈 가동 시, sshd의 pid를 저장해주는 파일 (/var/run/sshd.pid)에 자신의 pid를 덮어쒸우기함
- sshd 종료 명령어 (service sshd stop) 시, 해당 파일에 입력되어있는 pid를 기준으로 kill을 날려서, 가장 최근에 실행된 pnp_sshd 서비스가 종료됨
- pnp_sshd가 openssh 코드를 기반으로 개발되었기 때문에 해당 파일에 pid를 입력하는 코드가 존재하고 있었음
[수정내용]
- pnp_sshd에서 sshd의 pid를 저장해주는 파일 (/var/run/sshd.pid)에 자신의 pid를 입력하는 코드를 제거
[조치]
기능 개선 완료하였으며, Rev376(v2.30.161) 이상에서 적용됩니다.",댓글 없음,https://cafe.naver.com/pnpsecure2/3836
